prompt_fill,category,foodtype,image_1_url_full,image_2_url_full,image_1_url,image_2_url,image_1,image_2
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/ENHO8TtW4AYNtro.jpg,https://kristinagligoric.github.io/104274.jpg,https://kristinagligoric.github.io/AYNtro.jpg,https://kristinagligoric.github.io/104274.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DNnomviXkAAn6Kj.jpg,https://kristinagligoric.github.io/063842.jpg,https://kristinagligoric.github.io/AAn6Kj.jpg,https://kristinagligoric.github.io/063842.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/008913.jpg,https://kristinagligoric.github.io/Dyt9CMJXgAAQv-D.jpg,https://kristinagligoric.github.io/008913.jpg,https://kristinagligoric.github.io/AAQv-D.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DKoeDWvXcAA9iEH.jpg,https://kristinagligoric.github.io/031276.jpg,https://kristinagligoric.github.io/AA9iEH.jpg,https://kristinagligoric.github.io/031276.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/ET0QD7sXQAEwW2V.jpg,https://kristinagligoric.github.io/076854.jpg,https://kristinagligoric.github.io/AEwW2V.jpg,https://kristinagligoric.github.io/076854.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DCLvdaYVoAABNL6.jpg,https://kristinagligoric.github.io/060449.jpg,https://kristinagligoric.github.io/AABNL6.jpg,https://kristinagligoric.github.io/060449.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/064061.jpg,https://kristinagligoric.github.io/Du8Hy3MXcAA_a43.jpg,https://kristinagligoric.github.io/064061.jpg,https://kristinagligoric.github.io/AA_a43.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/069358.jpg,https://kristinagligoric.github.io/C8T6QZyXsAAn5Vl.jpg,https://kristinagligoric.github.io/069358.jpg,https://kristinagligoric.github.io/AAn5Vl.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/041553.jpg,https://kristinagligoric.github.io/DI9ZY--WAAE99bg.jpg,https://kristinagligoric.github.io/041553.jpg,https://kristinagligoric.github.io/AE99bg.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/073681.jpg,https://kristinagligoric.github.io/Ds1o31tXcAAEZrn.jpg,https://kristinagligoric.github.io/073681.jpg,https://kristinagligoric.github.io/AAEZrn.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/018002.jpg,https://kristinagligoric.github.io/D66gVuXW0AA-L0b.jpg,https://kristinagligoric.github.io/018002.jpg,https://kristinagligoric.github.io/AA-L0b.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/038470.jpg,https://kristinagligoric.github.io/DT0GnxPWkAA3sMH.jpg,https://kristinagligoric.github.io/038470.jpg,https://kristinagligoric.github.io/AA3sMH.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/096590.jpg,https://kristinagligoric.github.io/DItE2MNW4AAJme4.jpg,https://kristinagligoric.github.io/096590.jpg,https://kristinagligoric.github.io/AAJme4.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DTK0QOgXUAAuK6o.jpg,https://kristinagligoric.github.io/076047.jpg,https://kristinagligoric.github.io/AAuK6o.jpg,https://kristinagligoric.github.io/076047.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/011305.jpg,https://kristinagligoric.github.io/DpDb66kWkAAe7uZ.jpg,https://kristinagligoric.github.io/011305.jpg,https://kristinagligoric.github.io/AAe7uZ.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DB3W5O9UwAEkfIC.jpg,https://kristinagligoric.github.io/083337.jpg,https://kristinagligoric.github.io/AEkfIC.jpg,https://kristinagligoric.github.io/083337.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/056928.jpg,https://kristinagligoric.github.io/DEXBAgzXcAAucYC.jpg,https://kristinagligoric.github.io/056928.jpg,https://kristinagligoric.github.io/AAucYC.jpg,R,T
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DL_83hQWAAADV6c.jpg,https://kristinagligoric.github.io/104285.jpg,https://kristinagligoric.github.io/AADV6c.jpg,https://kristinagligoric.github.io/104285.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DXRDoJAWkAA2bt4.jpg,https://kristinagligoric.github.io/057034.jpg,https://kristinagligoric.github.io/AA2bt4.jpg,https://kristinagligoric.github.io/057034.jpg,T,R
contains croissant(s) that appear,croissant,croissant,https://kristinagligoric.github.io/DA2D2SwXYAAWE9K.jpg,https://kristinagligoric.github.io/056159.jpg,https://kristinagligoric.github.io/AAWE9K.jpg,https://kristinagligoric.github.io/056159.jpg,T,R
