prompt_fill,category,foodtype,image_1_url_full,image_2_url_full,image_1_url,image_2_url,image_1,image_2
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/036815.jpg,https://kristinagligoric.github.io/DxmEteRXcAABhfg.jpg,https://kristinagligoric.github.io/036815.jpg,https://kristinagligoric.github.io/AABhfg.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/081984.jpg,https://kristinagligoric.github.io/C6vrBmtWYAQ_Gdu.jpg,https://kristinagligoric.github.io/081984.jpg,https://kristinagligoric.github.io/AQ_Gdu.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/014106.jpg,https://kristinagligoric.github.io/EkuQvINW0AAiuee.jpg,https://kristinagligoric.github.io/014106.jpg,https://kristinagligoric.github.io/AAiuee.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/070262.jpg,https://kristinagligoric.github.io/DaH50UkX0AELMFJ.jpg,https://kristinagligoric.github.io/070262.jpg,https://kristinagligoric.github.io/AELMFJ.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/DPPDgb9XkAU2TEM.jpg,https://kristinagligoric.github.io/011748.jpg,https://kristinagligoric.github.io/AU2TEM.jpg,https://kristinagligoric.github.io/011748.jpg,T,R
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/ElHEUZDXgAI3jZ1.jpg,https://kristinagligoric.github.io/087643.jpg,https://kristinagligoric.github.io/AI3jZ1.jpg,https://kristinagligoric.github.io/087643.jpg,T,R
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/024951.jpg,https://kristinagligoric.github.io/EisU4YyWkAAoupK.jpg,https://kristinagligoric.github.io/024951.jpg,https://kristinagligoric.github.io/AAoupK.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/036115.jpg,https://kristinagligoric.github.io/DMlOgF4X0AAuzx6.jpg,https://kristinagligoric.github.io/036115.jpg,https://kristinagligoric.github.io/AAuzx6.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/EhpZaGaWAAI3wFl.jpg,https://kristinagligoric.github.io/010046.jpg,https://kristinagligoric.github.io/AI3wFl.jpg,https://kristinagligoric.github.io/010046.jpg,T,R
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/DrbIGsMWsAMslfh.jpg,https://kristinagligoric.github.io/073058.jpg,https://kristinagligoric.github.io/AMslfh.jpg,https://kristinagligoric.github.io/073058.jpg,T,R
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/Di9u-YsW0AEi8gF.jpg,https://kristinagligoric.github.io/008869.jpg,https://kristinagligoric.github.io/AEi8gF.jpg,https://kristinagligoric.github.io/008869.jpg,T,R
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/072114.jpg,https://kristinagligoric.github.io/ECbUfhXXsAApz6z.jpg,https://kristinagligoric.github.io/072114.jpg,https://kristinagligoric.github.io/AApz6z.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/056501.jpg,https://kristinagligoric.github.io/DoWxDspXoAIBMMa.jpg,https://kristinagligoric.github.io/056501.jpg,https://kristinagligoric.github.io/AIBMMa.jpg,R,T
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/EV_DRO_XYAIJuNw.jpg,https://kristinagligoric.github.io/097046.jpg,https://kristinagligoric.github.io/AIJuNw.jpg,https://kristinagligoric.github.io/097046.jpg,T,R
contains mushroom(s) that appear,mushroom,mushroom,https://kristinagligoric.github.io/D69LqA6XYAAIC08.jpg,https://kristinagligoric.github.io/089218.jpg,https://kristinagligoric.github.io/AAIC08.jpg,https://kristinagligoric.github.io/089218.jpg,T,R
